,State,County,State code,County code,Year span,Measure name,Measure id,Numerator,Denominator,Raw value,Confidence Interval Lower Bound,Confidence Interval Upper Bound,Data Release Year,fipscode,year_2,raw_value
216586,CT,Connecticut,9.0,0.0,2005,Adult obesity,11.0,108017.3,523920.0,0.21,,,,9000.0,2005.0,0.21
216587,CT,Connecticut,9.0,0.0,2006,Adult obesity,11.0,117058.1,546330.0,0.21,,,,9000.0,2006.0,0.21
216588,CT,Connecticut,9.0,0.0,2007,Adult obesity,11.0,121050.2,556030.0,0.22,,,,9000.0,2007.0,0.22
216589,CT,Connecticut,9.0,0.0,2008,Adult obesity,11.0,131069.9,578420.0,0.23,,,2011.0,9000.0,2008.0,0.23
216590,CT,Connecticut,9.0,0.0,2009,Adult obesity,11.0,142852.51,603448.0,0.24,,,2012.0,9000.0,2009.0,0.24
216591,CT,Connecticut,9.0,0.0,2010,Adult obesity,11.0,631733.0,2660184.11,0.237477172,,,2014.0,9000.0,2010.0,0.237477172
216648,DE,Delaware,10.0,0.0,2004,Adult obesity,11.0,34460.0,144530.0,0.24,,,,10000.0,2004.0,0.24
216649,DE,Delaware,10.0,0.0,2005,Adult obesity,11.0,37798.0,153380.0,0.25,,,,10000.0,2005.0,0.25
216650,DE,Delaware,10.0,0.0,2006,Adult obesity,11.0,45524.8,167250.0,0.27,,,,10000.0,2006.0,0.27
216651,DE,Delaware,10.0,0.0,2007,Adult obesity,11.0,50036.8,177280.0,0.28,,,,10000.0,2007.0,0.28
216652,DE,Delaware,10.0,0.0,2008,Adult obesity,11.0,51894.9,182450.0,0.28,,,2011.0,10000.0,2008.0,0.28
216653,DE,Delaware,10.0,0.0,2009,Adult obesity,11.0,53595.71,186410.0,0.29,,,2012.0,10000.0,2009.0,0.29
216654,DE,Delaware,10.0,0.0,2010,Adult obesity,11.0,190872.0,665434.1616,0.286838295,,,2014.0,10000.0,2010.0,0.286838295
216676,DC,District of Columbia,11.0,0.0,2004,Adult obesity,11.0,17350.0,86750.0,0.2,,,,11000.0,2004.0,0.2
216677,DC,District of Columbia,11.0,0.0,2005,Adult obesity,11.0,18906.3,90030.0,0.21,,,,11000.0,2005.0,0.21
216678,DC,District of Columbia,11.0,0.0,2006,Adult obesity,11.0,21078.2,95810.0,0.22,,,,11000.0,2006.0,0.22
216679,DC,District of Columbia,11.0,0.0,2007,Adult obesity,11.0,21978.0,99900.0,0.22,,,,11000.0,2007.0,0.22
216680,DC,District of Columbia,11.0,0.0,2008,Adult obesity,11.0,20420.4,97240.0,0.21,,,2011.0,11000.0,2008.0,0.21
216681,DC,District of Columbia,11.0,0.0,2009,Adult obesity,11.0,21418.09,99619.0,0.22,,,2012.0,11000.0,2009.0,0.22
216682,DC,District of Columbia,11.0,0.0,2010,Adult obesity,11.0,101161.0,481719.0476,0.21,,,2014.0,11000.0,2010.0,0.21
216690,FL,Florida,12.0,0.0,2004,Adult obesity,11.0,613148.89,2789715.0,0.22,,,,12000.0,2004.0,0.22
216691,FL,Florida,12.0,0.0,2005,Adult obesity,11.0,649753.37,2918728.0,0.22,,,,12000.0,2005.0,0.22
216692,FL,Florida,12.0,0.0,2006,Adult obesity,11.0,744726.78,3152622.0,0.24,,,,12000.0,2006.0,0.24
216693,FL,Florida,12.0,0.0,2007,Adult obesity,11.0,786991.48,3256173.0,0.24,,,,12000.0,2007.0,0.24
216694,FL,Florida,12.0,0.0,2008,Adult obesity,11.0,834042.69,3383038.0,0.25,,,2011.0,12000.0,2008.0,0.25
216695,FL,Florida,12.0,0.0,2009,Adult obesity,11.0,968899.3,3656277.0,0.26,,,2012.0,12000.0,2009.0,0.26
216696,FL,Florida,12.0,0.0,2010,Adult obesity,11.0,3697573.0,14327386.72,0.25807728,,,2014.0,12000.0,2010.0,0.25807728
217166,GA,Georgia,13.0,0.0,2004,Adult obesity,11.0,418506.48,1618459.8,0.26,,,,13000.0,2004.0,0.26
217167,GA,Georgia,13.0,0.0,2005,Adult obesity,11.0,439638.57,1674963.0,0.26,,,,13000.0,2005.0,0.26
217168,GA,Georgia,13.0,0.0,2006,Adult obesity,11.0,499248.12,1811158.2,0.28,,,,13000.0,2006.0,0.28
217169,GA,Georgia,13.0,0.0,2007,Adult obesity,11.0,524194.86,1868572.0,0.28,,,,13000.0,2007.0,0.28
217170,GA,Georgia,13.0,0.0,2008,Adult obesity,11.0,547332.23,1926545.8,0.28,,,2011.0,13000.0,2008.0,0.28
217171,GA,Georgia,13.0,0.0,2009,Adult obesity,11.0,568862.55,1973423.0,0.29,,,2012.0,13000.0,2009.0,0.29
217172,GA,Georgia,13.0,0.0,2010,Adult obesity,11.0,1973760.0,6931393.919,0.284756576,,,2014.0,13000.0,2010.0,0.284756576
218286,HI,Hawaii,15.0,0.0,2004,Adult obesity,11.0,31080.94,168518.65,0.18,,,,15000.0,2004.0,0.18
218287,HI,Hawaii,15.0,0.0,2005,Adult obesity,11.0,36133.19,184289.0,0.2,,,,15000.0,2005.0,0.2
218288,HI,Hawaii,15.0,0.0,2006,Adult obesity,11.0,37353.19,189680.9,0.2,,,,15000.0,2006.0,0.2
218289,HI,Hawaii,15.0,0.0,2007,Adult obesity,11.0,42557.64,200808.55,0.21,,,,15000.0,2007.0,0.21
218290,HI,Hawaii,15.0,0.0,2008,Adult obesity,11.0,44023.2,205875.59,0.21,,,2011.0,15000.0,2008.0,0.21
218291,HI,Hawaii,15.0,0.0,2009,Adult obesity,11.0,47919.85,215786.0,0.22,,,2012.0,15000.0,2009.0,0.22
218292,HI,Hawaii,15.0,0.0,2010,Adult obesity,11.0,228001.0,1023502.49,0.222765457,,,2014.0,15000.0,2010.0,0.222765457
218328,ID,Idaho,16.0,0.0,2004,Adult obesity,11.0,49521.63,217822.6,0.23,,,,16000.0,2004.0,0.23
218329,ID,Idaho,16.0,0.0,2005,Adult obesity,11.0,56277.24,236729.0,0.24,,,,16000.0,2005.0,0.24
218330,ID,Idaho,16.0,0.0,2006,Adult obesity,11.0,64641.99,255012.8,0.25,,,,16000.0,2006.0,0.25
218331,ID,Idaho,16.0,0.0,2007,Adult obesity,11.0,69542.46,267904.0,0.26,,,,16000.0,2007.0,0.26
218332,ID,Idaho,16.0,0.0,2008,Adult obesity,11.0,71423.71,273004.2,0.26,,,2011.0,16000.0,2008.0,0.26
218333,ID,Idaho,16.0,0.0,2009,Adult obesity,11.0,77082.67,286451.0,0.27,,,2012.0,16000.0,2009.0,0.27
218334,ID,Idaho,16.0,0.0,2010,Adult obesity,11.0,292207.0,1096221.367,0.266558388,,,2014.0,16000.0,2010.0,0.266558388
218643,IL,Illinois,17.0,0.0,2004,Adult obesity,11.0,483112.4,2078459.0,0.23,,,,17000.0,2004.0,0.23
218644,IL,Illinois,17.0,0.0,2005,Adult obesity,11.0,527535.51,2186295.0,0.24,,,,17000.0,2005.0,0.24
218645,IL,Illinois,17.0,0.0,2006,Adult obesity,11.0,570701.88,2291862.1,0.25,,,,17000.0,2006.0,0.25
218646,IL,Illinois,17.0,0.0,2007,Adult obesity,11.0,598510.97,2340921.9,0.26,,,,17000.0,2007.0,0.26
218647,IL,Illinois,17.0,0.0,2008,Adult obesity,11.0,644425.55,2448120.9,0.26,,,2011.0,17000.0,2008.0,0.26
218648,IL,Illinois,17.0,0.0,2009,Adult obesity,11.0,701468.67,2552640.0,0.27,,,2012.0,17000.0,2009.0,0.27
218649,IL,Illinois,17.0,0.0,2010,Adult obesity,11.0,2590658.0,9354655.99,0.276937816,,,2014.0,17000.0,2010.0,0.276937816
219364,IN,Indiana,18.0,0.0,2004,Adult obesity,11.0,303376.96,1156998.0,0.26,,,,18000.0,2004.0,0.26
219365,IN,Indiana,18.0,0.0,2005,Adult obesity,11.0,329595.74,1215785.0,0.27,,,,18000.0,2005.0,0.27
219366,IN,Indiana,18.0,0.0,2006,Adult obesity,11.0,367276.81,1292198.0,0.28,,,,18000.0,2006.0,0.28
219367,IN,Indiana,18.0,0.0,2007,Adult obesity,11.0,386404.1,1325755.0,0.29,,,,18000.0,2007.0,0.29
219368,IN,Indiana,18.0,0.0,2008,Adult obesity,11.0,409646.65,1371893.0,0.3,,,2011.0,18000.0,2008.0,0.3
219369,IN,Indiana,18.0,0.0,2009,Adult obesity,11.0,446666.15,1433742.0,0.31,,,2012.0,18000.0,2009.0,0.31
219370,IN,Indiana,18.0,0.0,2010,Adult obesity,11.0,1470049.0,4686526.671,0.313675586,,,2014.0,18000.0,2010.0,0.313675586
220015,IA,Iowa,19.0,0.0,2004,Adult obesity,11.0,134805.53,540709.4,0.25,,,,19000.0,2004.0,0.25
220016,IA,Iowa,19.0,0.0,2005,Adult obesity,11.0,144396.88,564513.0,0.26,,,,19000.0,2005.0,0.26
220017,IA,Iowa,19.0,0.0,2006,Adult obesity,11.0,157597.88,585920.6,0.27,,,,19000.0,2006.0,0.27
220018,IA,Iowa,19.0,0.0,2007,Adult obesity,11.0,163950.19,597040.9,0.27,,,,19000.0,2007.0,0.27
220019,IA,Iowa,19.0,0.0,2008,Adult obesity,11.0,174820.75,618338.7,0.28,,,2011.0,19000.0,2008.0,0.28
220020,IA,Iowa,19.0,0.0,2009,Adult obesity,11.0,187063.45,639219.0,0.29,,,2012.0,19000.0,2009.0,0.29
220021,IA,Iowa,19.0,0.0,2010,Adult obesity,11.0,658037.0,2230941.569,0.294959316,,,2014.0,19000.0,2010.0,0.294959316
220715,KS,Kansas,20.0,0.0,2004,Adult obesity,11.0,112942.6,467493.6,0.24,,,,20000.0,2004.0,0.24
220716,KS,Kansas,20.0,0.0,2005,Adult obesity,11.0,122972.39,490908.0,0.25,,,,20000.0,2005.0,0.25
220717,KS,Kansas,20.0,0.0,2006,Adult obesity,11.0,139564.57,523750.3,0.27,,,,20000.0,2006.0,0.27
220718,KS,Kansas,20.0,0.0,2007,Adult obesity,11.0,154970.71,554741.8,0.28,,,,20000.0,2007.0,0.28
220719,KS,Kansas,20.0,0.0,2008,Adult obesity,11.0,171130.17,584452.0,0.29,,,2011.0,20000.0,2008.0,0.29
220720,KS,Kansas,20.0,0.0,2009,Adult obesity,11.0,188972.83,613711.0,0.31,,,2012.0,20000.0,2009.0,0.31
220721,KS,Kansas,20.0,0.0,2010,Adult obesity,11.0,622153.0,2048200.212,0.30375595,,,2014.0,20000.0,2010.0,0.30375595
221457,KY,Kentucky,21.0,0.0,2004,Adult obesity,11.0,223079.6,820548.0,0.27,,,,21000.0,2004.0,0.27
221458,KY,Kentucky,21.0,0.0,2005,Adult obesity,11.0,243395.88,865019.0,0.28,,,,21000.0,2005.0,0.28
221459,KY,Kentucky,21.0,0.0,2006,Adult obesity,11.0,263242.7,899158.6,0.29,,,,21000.0,2006.0,0.29
221460,KY,Kentucky,21.0,0.0,2007,Adult obesity,11.0,284240.94,938444.0,0.3,,,,21000.0,2007.0,0.3
221461,KY,Kentucky,21.0,0.0,2008,Adult obesity,11.0,309449.14,985127.3,0.31,,,2011.0,21000.0,2008.0,0.31
221462,KY,Kentucky,21.0,0.0,2009,Adult obesity,11.0,347561.96,1048993.0,0.33,,,2012.0,21000.0,2009.0,0.33
221463,KY,Kentucky,21.0,0.0,2010,Adult obesity,11.0,1041121.0,3201350.855,0.325213026,,,2014.0,21000.0,2010.0,0.325213026
222304,LA,Louisiana,22.0,0.0,2004,Adult obesity,11.0,241086.84,874541.0,0.28,,,,22000.0,2004.0,0.28
222305,LA,Louisiana,22.0,0.0,2005,Adult obesity,11.0,250774.12,898134.0,0.28,,,,22000.0,2005.0,0.28
222306,LA,Louisiana,22.0,0.0,2006,Adult obesity,11.0,264282.6,896448.0,0.29,,,,22000.0,2006.0,0.29
222307,LA,Louisiana,22.0,0.0,2007,Adult obesity,11.0,264725.85,900814.0,0.29,,,,22000.0,2007.0,0.29
222308,LA,Louisiana,22.0,0.0,2008,Adult obesity,11.0,318457.28,998901.0,0.32,,,2011.0,22000.0,2008.0,0.32
222309,LA,Louisiana,22.0,0.0,2009,Adult obesity,11.0,352132.04,1063580.0,0.33,,,2012.0,22000.0,2009.0,0.33
222310,LA,Louisiana,22.0,0.0,2010,Adult obesity,11.0,1119354.0,3293497.996,0.339867825,,,2014.0,22000.0,2010.0,0.339867825
222759,ME,Maine,23.0,0.0,2004,Adult obesity,11.0,50610.85,222093.0,0.23,,,,23000.0,2004.0,0.23
222760,ME,Maine,23.0,0.0,2005,Adult obesity,11.0,56045.61,235023.0,0.24,,,,23000.0,2005.0,0.24
222761,ME,Maine,23.0,0.0,2006,Adult obesity,11.0,60057.74,243071.0,0.25,,,,23000.0,2006.0,0.25
222762,ME,Maine,23.0,0.0,2007,Adult obesity,11.0,64302.32,250996.0,0.26,,,,23000.0,2007.0,0.26
222763,ME,Maine,23.0,0.0,2008,Adult obesity,11.0,69970.13,261614.0,0.27,,,2011.0,23000.0,2008.0,0.27
222764,ME,Maine,23.0,0.0,2009,Adult obesity,11.0,78372.86,278408.0,0.28,,,2012.0,23000.0,2009.0,0.28
222765,ME,Maine,23.0,0.0,2010,Adult obesity,11.0,282629.0,1017740.909,0.277702309,,,2014.0,23000.0,2010.0,0.277702309
222878,MD,Maryland,24.0,0.0,2004,Adult obesity,11.0,227916.21,944311.0,0.24,,,,24000.0,2004.0,0.24
222879,MD,Maryland,24.0,0.0,2005,Adult obesity,11.0,251437.39,994177.0,0.25,,,,24000.0,2005.0,0.25
222880,MD,Maryland,24.0,0.0,2006,Adult obesity,11.0,281892.13,1054297.0,0.27,,,,24000.0,2006.0,0.27
222881,MD,Maryland,24.0,0.0,2007,Adult obesity,11.0,297804.02,1089509.0,0.27,,,,24000.0,2007.0,0.27
222882,MD,Maryland,24.0,0.0,2008,Adult obesity,11.0,313244.42,1124834.0,0.28,,,2011.0,24000.0,2008.0,0.28
222883,MD,Maryland,24.0,0.0,2009,Adult obesity,11.0,334248.32,1163005.0,0.29,,,2012.0,24000.0,2009.0,0.29
222884,MD,Maryland,24.0,0.0,2010,Adult obesity,11.0,1201743.0,4271095.712,0.281366441,,,2014.0,24000.0,2010.0,0.281366441
223053,MA,Massachusetts,25.0,0.0,2004,Adult obesity,11.0,184724.01,928163.0,0.2,,,,25000.0,2004.0,0.2
223054,MA,Massachusetts,25.0,0.0,2005,Adult obesity,11.0,212641.75,1002187.0,0.21,,,,25000.0,2005.0,0.21
223055,MA,Massachusetts,25.0,0.0,2006,Adult obesity,11.0,237497.87,1065829.0,0.22,,,,25000.0,2006.0,0.22
223056,MA,Massachusetts,25.0,0.0,2007,Adult obesity,11.0,249000.83,1087942.0,0.23,,,,25000.0,2007.0,0.23
223057,MA,Massachusetts,25.0,0.0,2008,Adult obesity,11.0,255206.4,1112624.0,0.23,,,2011.0,25000.0,2008.0,0.23
223058,MA,Massachusetts,25.0,0.0,2009,Adult obesity,11.0,281439.34,1173025.0,0.24,,,2012.0,25000.0,2009.0,0.24
223059,MA,Massachusetts,25.0,0.0,2010,Adult obesity,11.0,1174618.0,4935875.889,0.237975595,,,2014.0,25000.0,2010.0,0.237975595
223158,MI,Michigan,26.0,0.0,2004,Adult obesity,11.0,512806.76,1922468.4,0.27,,,,26000.0,2004.0,0.27
223159,MI,Michigan,26.0,0.0,2005,Adult obesity,11.0,539574.07,1977046.0,0.27,,,,26000.0,2005.0,0.27
223160,MI,Michigan,26.0,0.0,2006,Adult obesity,11.0,582057.33,2055600.8,0.28,,,,26000.0,2006.0,0.28
223161,MI,Michigan,26.0,0.0,2007,Adult obesity,11.0,650464.21,2176333.9,0.3,,,,26000.0,2007.0,0.3
223162,MI,Michigan,26.0,0.0,2008,Adult obesity,11.0,689759.63,2235161.4,0.31,,,2011.0,26000.0,2008.0,0.31
223163,MI,Michigan,26.0,0.0,2009,Adult obesity,11.0,738452.37,2310730.0,0.32,,,2012.0,26000.0,2009.0,0.32
223164,MI,Michigan,26.0,0.0,2010,Adult obesity,11.0,2284332.0,7238448.412,0.315583102,,,2014.0,26000.0,2010.0,0.315583102
223746,MN,Minnesota,27.0,0.0,2004,Adult obesity,11.0,203463.93,864860.6,0.24,,,,27000.0,2004.0,0.24
223747,MN,Minnesota,27.0,0.0,2005,Adult obesity,11.0,213926.72,892352.0,0.24,,,,27000.0,2005.0,0.24
223748,MN,Minnesota,27.0,0.0,2006,Adult obesity,11.0,242174.38,951549.5,0.25,,,,27000.0,2006.0,0.25
223749,MN,Minnesota,27.0,0.0,2007,Adult obesity,11.0,258037.75,983250.3,0.26,,,,27000.0,2007.0,0.26
223750,MN,Minnesota,27.0,0.0,2008,Adult obesity,11.0,266211.5,1000872.9,0.27,,,2011.0,27000.0,2008.0,0.27
223751,MN,Minnesota,27.0,0.0,2009,Adult obesity,11.0,265734.46,1003751.0,0.26,,,2012.0,27000.0,2009.0,0.26
223752,MN,Minnesota,27.0,0.0,2010,Adult obesity,11.0,1009126.0,3880071.362,0.260079237,,,2014.0,27000.0,2010.0,0.260079237
224362,MS,Mississippi,28.0,0.0,2004,Adult obesity,11.0,181966.25,609093.8,0.3,,,,28000.0,2004.0,0.3
224363,MS,Mississippi,28.0,0.0,2005,Adult obesity,11.0,197809.76,639839.0,0.31,,,,28000.0,2005.0,0.31
224364,MS,Mississippi,28.0,0.0,2006,Adult obesity,11.0,214156.31,661143.1,0.32,,,,28000.0,2006.0,0.32
224365,MS,Mississippi,28.0,0.0,2007,Adult obesity,11.0,226400.63,679706.2,0.33,,,,28000.0,2007.0,0.33
224366,MS,Mississippi,28.0,0.0,2008,Adult obesity,11.0,246553.26,712963.1,0.35,,,2011.0,28000.0,2008.0,0.35
224367,MS,Mississippi,28.0,0.0,2009,Adult obesity,11.0,265391.6,742910.0,0.36,,,2012.0,28000.0,2009.0,0.36
224368,MS,Mississippi,28.0,0.0,2010,Adult obesity,11.0,755122.0,2122517.013,0.355767231,,,2014.0,28000.0,2010.0,0.355767231
224943,MO,Missouri,29.0,0.0,2004,Adult obesity,11.0,285876.8,1091173.5,0.26,,,,29000.0,2004.0,0.26
224944,MO,Missouri,29.0,0.0,2005,Adult obesity,11.0,322843.76,1168905.0,0.28,,,,29000.0,2005.0,0.28
224945,MO,Missouri,29.0,0.0,2006,Adult obesity,11.0,363659.59,1243135.7,0.29,,,,29000.0,2006.0,0.29
224946,MO,Missouri,29.0,0.0,2007,Adult obesity,11.0,378830.84,1271603.6,0.3,,,,29000.0,2007.0,0.3
224947,MO,Missouri,29.0,0.0,2008,Adult obesity,11.0,392198.21,1301090.8,0.3,,,2011.0,29000.0,2008.0,0.3
224948,MO,Missouri,29.0,0.0,2009,Adult obesity,11.0,427937.06,1366050.0,0.31,,,2012.0,29000.0,2009.0,0.31
224949,MO,Missouri,29.0,0.0,2010,Adult obesity,11.0,1367890.0,4398428.655,0.310995155,,,2014.0,29000.0,2010.0,0.310995155
225755,MT,Montana,30.0,0.0,2004,Adult obesity,11.0,29898.57,140540.42,0.21,,,,30000.0,2004.0,0.21
225756,MT,Montana,30.0,0.0,2005,Adult obesity,11.0,33098.39,149666.0,0.22,,,,30000.0,2005.0,0.22
225757,MT,Montana,30.0,0.0,2006,Adult obesity,11.0,35144.42,154135.98,0.23,,,,30000.0,2006.0,0.23
225758,MT,Montana,30.0,0.0,2007,Adult obesity,11.0,38222.3,162480.07,0.24,,,,30000.0,2007.0,0.24
225759,MT,Montana,30.0,0.0,2008,Adult obesity,11.0,40066.23,167498.72,0.24,,,2011.0,30000.0,2008.0,0.24
225760,MT,Montana,30.0,0.0,2009,Adult obesity,11.0,44408.92,177108.0,0.25,,,2012.0,30000.0,2009.0,0.25
225761,MT,Montana,30.0,0.0,2010,Adult obesity,11.0,181283.0,740849.7137,0.244696052,,,2014.0,30000.0,2010.0,0.244696052
226154,NE,Nebraska,31.0,0.0,2004,Adult obesity,11.0,76903.44,310024.36,0.25,,,,31000.0,2004.0,0.25
226155,NE,Nebraska,31.0,0.0,2005,Adult obesity,11.0,84286.93,326976.0,0.26,,,,31000.0,2005.0,0.26
226156,NE,Nebraska,31.0,0.0,2006,Adult obesity,11.0,94777.88,345514.42,0.27,,,,31000.0,2006.0,0.27
226157,NE,Nebraska,31.0,0.0,2007,Adult obesity,11.0,100496.78,357006.46,0.28,,,,31000.0,2007.0,0.28
226158,NE,Nebraska,31.0,0.0,2008,Adult obesity,11.0,104818.41,365733.86,0.29,,,2011.0,31000.0,2008.0,0.29
226159,NE,Nebraska,31.0,0.0,2009,Adult obesity,11.0,109331.3,374405.0,0.29,,,2012.0,31000.0,2009.0,0.29
226160,NE,Nebraska,31.0,0.0,2010,Adult obesity,11.0,386415.0,1318149.144,0.29314968,,,2014.0,31000.0,2010.0,0.29314968
226812,NV,Nevada,32.0,0.0,2004,Adult obesity,11.0,69882.89,338606.9,0.21,,,,32000.0,2004.0,0.21
226813,NV,Nevada,32.0,0.0,2005,Adult obesity,11.0,81201.63,371927.0,0.22,,,,32000.0,2005.0,0.22
226814,NV,Nevada,32.0,0.0,2006,Adult obesity,11.0,95157.98,412934.0,0.23,,,,32000.0,2006.0,0.23
226815,NV,Nevada,32.0,0.0,2007,Adult obesity,11.0,112887.65,453931.3,0.25,,,,32000.0,2007.0,0.25
226816,NV,Nevada,32.0,0.0,2008,Adult obesity,11.0,122450.47,476626.3,0.26,,,2011.0,32000.0,2008.0,0.26
226817,NV,Nevada,32.0,0.0,2009,Adult obesity,11.0,126899.26,489152.0,0.26,,,2012.0,32000.0,2009.0,0.26
226818,NV,Nevada,32.0,0.0,2010,Adult obesity,11.0,493085.0,1970266.318,0.250263122,,,2014.0,32000.0,2010.0,0.250263122
226938,NH,New Hampshire,33.0,0.0,2004,Adult obesity,11.0,44445.83,206168.0,0.22,,,,33000.0,2004.0,0.22
226939,NH,New Hampshire,33.0,0.0,2005,Adult obesity,11.0,48099.36,216178.0,0.22,,,,33000.0,2005.0,0.22
226940,NH,New Hampshire,33.0,0.0,2006,Adult obesity,11.0,55053.63,231137.0,0.24,,,,33000.0,2006.0,0.24
