,State,County,State code,County code,Year span,Measure name,Measure id,Numerator,Denominator,Raw value,Confidence Interval Lower Bound,Confidence Interval Upper Bound,Data Release Year,fipscode,year_2,raw_value
1329,CA,California,6.0,0.0,2009-2011,Violent crime rate,43.0,164560.0,37295024.0,441.238488,,,2014.0,6000.0,2009.0,441.238488
1736,CO,Colorado,8.0,0.0,2003-2005,Violent crime rate,43.0,16796.83333,4479189.0,374.9972,,,,8000.0,2003.0,374.9972
1737,CO,Colorado,8.0,0.0,2004-2006,Violent crime rate,43.0,17658.5,4538501.667,389.082153,,,,8000.0,2004.0,389.082153
1738,CO,Colorado,8.0,0.0,2005-2007,Violent crime rate,43.0,17626.5,4633593.833,380.4066699,,,2010.0,8000.0,2005.0,380.4066699
1739,CO,Colorado,8.0,0.0,2006-2008,Violent crime rate,43.0,17259.33333,4753892.167,363.0568959,,,2011.0,8000.0,2006.0,363.0568959
1740,CO,Colorado,8.0,0.0,2007-2009,Violent crime rate,43.0,16878.16667,4871752.5,346.4495922,,,2012.0,8000.0,2007.0,346.4495922
1741,CO,Colorado,8.0,0.0,2008-2010,Violent crime rate,43.0,16864.33333,4901939.667,344.0338821,,,2013.0,8000.0,2008.0,344.0338821
1742,CO,Colorado,8.0,0.0,2009-2011,Violent crime rate,43.0,16479.16667,4963017.167,332.039284,,,2014.0,8000.0,2009.0,332.039284
2191,CT,Connecticut,9.0,0.0,2003-2005,Violent crime rate,43.0,9184.0,2891797.0,317.5879911,,,,9000.0,2003.0,317.5879911
2192,CT,Connecticut,9.0,0.0,2004-2006,Violent crime rate,43.0,8457.333333,2852365.0,296.502493,,,,9000.0,2004.0,296.502493
2193,CT,Connecticut,9.0,0.0,2005-2007,Violent crime rate,43.0,8509.0,2852398.667,298.3103344,,,2010.0,9000.0,2005.0,298.3103344
2194,CT,Connecticut,9.0,0.0,2006-2008,Violent crime rate,43.0,9157.666667,2856349.0,320.6074141,,,2011.0,9000.0,2006.0,320.6074141
2195,CT,Connecticut,9.0,0.0,2007-2009,Violent crime rate,43.0,9963.0,2896847.0,343.9256543,,,2012.0,9000.0,2007.0,343.9256543
2196,CT,Connecticut,9.0,0.0,2008-2010,Violent crime rate,43.0,9917.333333,2913670.0,340.3725656,,,2013.0,9000.0,2008.0,340.3725656
2197,CT,Connecticut,9.0,0.0,2009-2011,Violent crime rate,43.0,9679.0,2933893.0,329.9029651,,,2014.0,9000.0,2009.0,329.9029651
2254,DE,Delaware,10.0,0.0,2003-2005,Violent crime rate,43.0,5371.666667,830459.6667,646.8305304,,,,10000.0,2003.0,646.8305304
2255,DE,Delaware,10.0,0.0,2004-2006,Violent crime rate,43.0,5524.333333,842454.6667,655.7425048,,,,10000.0,2004.0,655.7425048
2256,DE,Delaware,10.0,0.0,2005-2007,Violent crime rate,43.0,5875.0,853921.3333,688.0024858,,,2010.0,10000.0,2005.0,688.0024858
2257,DE,Delaware,10.0,0.0,2006-2008,Violent crime rate,43.0,6109.0,863777.3333,707.2424529,,,2011.0,10000.0,2006.0,707.2424529
2258,DE,Delaware,10.0,0.0,2007-2009,Violent crime rate,43.0,6019.333333,874326.0,688.4541159,,,2012.0,10000.0,2007.0,688.4541159
2259,DE,Delaware,10.0,0.0,2008-2010,Violent crime rate,43.0,5836.333333,885382.6667,659.1876658,,,2013.0,10000.0,2008.0,659.1876658
2260,DE,Delaware,10.0,0.0,2009-2011,Violent crime rate,43.0,5488.666667,896730.3333,612.0754995,,,2014.0,10000.0,2009.0,612.0754995
2282,DC,District of Columbia,11.0,0.0,2003-2005,Violent crime rate,43.0,8228.666667,555809.3333,1480.483715,,,,11000.0,2003.0,1480.483715
2283,DC,District of Columbia,11.0,0.0,2004-2006,Violent crime rate,43.0,8132.333333,561858.0,1447.400114,,,,11000.0,2004.0,1447.400114
2284,DC,District of Columbia,11.0,0.0,2005-2007,Violent crime rate,43.0,8376.333333,573447.6667,1460.697082,,,2010.0,11000.0,2005.0,1460.697082
2285,DC,District of Columbia,11.0,0.0,2006-2008,Violent crime rate,43.0,8535.333333,587218.3333,1453.51956,,,2011.0,11000.0,2006.0,1453.51956
2286,DC,District of Columbia,11.0,0.0,2007-2009,Violent crime rate,43.0,8307.666667,593260.6667,1400.340042,,,2012.0,11000.0,2007.0,1400.340042
2287,DC,District of Columbia,11.0,0.0,2008-2010,Violent crime rate,43.0,8208.0,597737.6667,1373.177643,,,2013.0,11000.0,2008.0,1373.177643
2288,DC,District of Columbia,11.0,0.0,2009-2011,Violent crime rate,43.0,7849.333333,606458.6667,1294.28991,,,2014.0,11000.0,2009.0,1294.28991
2296,FL,Florida,12.0,0.0,2003-2005,Violent crime rate,43.0,124536.0,17394900.0,715.9339807,,,,12000.0,2003.0,715.9339807
2297,FL,Florida,12.0,0.0,2004-2006,Violent crime rate,43.0,126269.6667,17747148.0,711.4927236,,,,12000.0,2004.0,711.4927236
2298,FL,Florida,12.0,0.0,2005-2007,Violent crime rate,43.0,128917.0,18022260.83,715.3209089,,,2010.0,12000.0,2005.0,715.3209089
2299,FL,Florida,12.0,0.0,2006-2008,Violent crime rate,43.0,129055.6667,18199759.67,709.1064334,,,2011.0,12000.0,2006.0,709.1064334
2300,FL,Florida,12.0,0.0,2007-2009,Violent crime rate,43.0,123666.3333,18342747.67,674.1974299,,,2012.0,12000.0,2007.0,674.1974299
2301,FL,Florida,12.0,0.0,2008-2010,Violent crime rate,43.0,113731.3333,18542536.33,613.3537036,,,2013.0,12000.0,2008.0,613.3537036
2302,FL,Florida,12.0,0.0,2009-2011,Violent crime rate,43.0,104393.1667,18788608.0,555.6194832,,,2014.0,12000.0,2009.0,555.6194832
2772,GA,Georgia,13.0,0.0,2003-2005,Violent crime rate,43.0,37729.33333,8266926.0,456.3889084,,,,13000.0,2003.0,456.3889084
2773,GA,Georgia,13.0,0.0,2004-2006,Violent crime rate,43.0,39219.66667,8408201.333,466.4453801,,,,13000.0,2004.0,466.4453801
2774,GA,Georgia,13.0,0.0,2005-2007,Violent crime rate,43.0,41971.5,8847021.667,474.4138941,,,2010.0,13000.0,2005.0,474.4138941
2775,GA,Georgia,13.0,0.0,2006-2008,Violent crime rate,43.0,44847.83333,9194349.0,487.7760604,,,2011.0,13000.0,2006.0,487.7760604
2776,GA,Georgia,13.0,0.0,2007-2009,Violent crime rate,43.0,44155.16667,9443199.0,467.5869551,,,2012.0,13000.0,2007.0,467.5869551
2777,GA,Georgia,13.0,0.0,2008-2010,Violent crime rate,43.0,41533.5,9483137.667,437.9721297,,,2013.0,13000.0,2008.0,437.9721297
2778,GA,Georgia,13.0,0.0,2009-2011,Violent crime rate,43.0,38289.33333,9552217.833,400.8423384,,,2014.0,13000.0,2009.0,400.8423384
3892,HI,Hawaii,15.0,0.0,2003-2005,Violent crime rate,43.0,3328.833333,1262349.667,263.7013675,,,,15000.0,2003.0,263.7013675
3893,HI,Hawaii,15.0,0.0,2004-2006,Violent crime rate,43.0,3447.666667,1273049.833,270.8194586,,,,15000.0,2004.0,270.8194586
3894,HI,Hawaii,15.0,0.0,2005-2007,Violent crime rate,43.0,3537.666667,1283515.0,275.6233209,,,2010.0,15000.0,2005.0,275.6233209
3895,HI,Hawaii,15.0,0.0,2006-2008,Violent crime rate,43.0,3570.666667,1285680.167,277.7258885,,,2011.0,15000.0,2006.0,277.7258885
3896,HI,Hawaii,15.0,0.0,2007-2009,Violent crime rate,43.0,3534.666667,1288921.333,274.2344762,,,2012.0,15000.0,2007.0,274.2344762
3897,HI,Hawaii,15.0,0.0,2008-2010,Violent crime rate,43.0,3554.333333,1314559.0,270.3821839,,,2013.0,15000.0,2008.0,270.3821839
3898,HI,Hawaii,15.0,0.0,2009-2011,Violent crime rate,43.0,3539.333333,1343429.667,263.4550525,,,2014.0,15000.0,2009.0,263.4550525
3934,ID,Idaho,16.0,0.0,2003-2005,Violent crime rate,43.0,3497.666667,1393863.667,250.9331974,,,,16000.0,2003.0,250.9331974
3935,ID,Idaho,16.0,0.0,2004-2006,Violent crime rate,43.0,3575.5,1427118.333,250.5398408,,,,16000.0,2004.0,250.5398408
3936,ID,Idaho,16.0,0.0,2005-2007,Violent crime rate,43.0,3633.666667,1463163.833,248.3431167,,,2010.0,16000.0,2005.0,248.3431167
3937,ID,Idaho,16.0,0.0,2006-2008,Violent crime rate,43.0,3556.0,1494803.667,237.8907732,,,2011.0,16000.0,2006.0,237.8907732
3938,ID,Idaho,16.0,0.0,2007-2009,Violent crime rate,43.0,3581.5,1521238.5,235.4331684,,,2012.0,16000.0,2007.0,235.4331684
3939,ID,Idaho,16.0,0.0,2008-2010,Violent crime rate,43.0,3460.166667,1543572.833,224.166077,,,2013.0,16000.0,2008.0,224.166077
3940,ID,Idaho,16.0,0.0,2009-2011,Violent crime rate,43.0,3330.5,1564344.667,212.9006523,,,2014.0,16000.0,2009.0,212.9006523
4249,IL,Illinois,17.0,0.0,2003-2005,Violent crime rate,43.0,39353.0,3264143.0,1205.615073,,,,17000.0,2003.0,1205.615073
4250,IL,Illinois,17.0,0.0,2004-2006,Violent crime rate,43.0,38423.66667,3252600.0,1181.321609,,,,17000.0,2004.0,1181.321609
4251,IL,Illinois,17.0,0.0,2005-2007,Violent crime rate,43.0,38161.16667,3241624.5,1177.223539,,,2010.0,17000.0,2005.0,1177.223539
4252,IL,Illinois,17.0,0.0,2006-2008,Violent crime rate,43.0,46030.83333,6177545.5,745.1314334,,,2011.0,17000.0,2006.0,745.1314334
4253,IL,Illinois,17.0,0.0,2007-2009,Violent crime rate,43.0,48941.16667,7565992.833,646.857164,,,2012.0,17000.0,2007.0,646.857164
4254,IL,Illinois,17.0,0.0,2008-2010,Violent crime rate,43.0,55935.66667,10672686.5,524.1010936,,,2013.0,17000.0,2008.0,524.1010936
4255,IL,Illinois,17.0,0.0,2009-2011,Violent crime rate,43.0,54915.16667,11727937.17,468.2423336,,,2014.0,17000.0,2009.0,468.2423336
4970,IN,Indiana,18.0,0.0,2003-2005,Violent crime rate,43.0,18687.0,5111336.5,365.5990953,,,,18000.0,2003.0,365.5990953
4971,IN,Indiana,18.0,0.0,2004-2006,Violent crime rate,43.0,18350.33333,5094993.5,360.1640185,,,,18000.0,2004.0,360.1640185
4972,IN,Indiana,18.0,0.0,2005-2007,Violent crime rate,43.0,18755.5,5152667.0,363.9959656,,,2010.0,18000.0,2005.0,363.9959656
4973,IN,Indiana,18.0,0.0,2006-2008,Violent crime rate,43.0,19524.16667,5361075.167,364.1837889,,,2011.0,18000.0,2006.0,364.1837889
4974,IN,Indiana,18.0,0.0,2007-2009,Violent crime rate,43.0,20046.66667,5454607.667,367.5180305,,,2012.0,18000.0,2007.0,367.5180305
4975,IN,Indiana,18.0,0.0,2008-2010,Violent crime rate,43.0,20049.5,5571985.167,359.8268732,,,2013.0,18000.0,2008.0,359.8268732
4976,IN,Indiana,18.0,0.0,2009-2011,Violent crime rate,43.0,19844.16667,5609826.333,353.7394117,,,2014.0,18000.0,2009.0,353.7394117
5621,IA,Iowa,19.0,0.0,2003-2005,Violent crime rate,43.0,8341.666667,2871711.333,290.4771998,,,,19000.0,2003.0,290.4771998
5622,IA,Iowa,19.0,0.0,2004-2006,Violent crime rate,43.0,8423.5,2881251.833,292.3555624,,,,19000.0,2004.0,292.3555624
5623,IA,Iowa,19.0,0.0,2005-2007,Violent crime rate,43.0,8596.666667,2886584.167,297.8145161,,,2010.0,19000.0,2005.0,297.8145161
5624,IA,Iowa,19.0,0.0,2006-2008,Violent crime rate,43.0,8538.333333,2864882.0,298.0343809,,,2011.0,19000.0,2006.0,298.0343809
5625,IA,Iowa,19.0,0.0,2007-2009,Violent crime rate,43.0,8491.333333,2849520.667,297.9916388,,,2012.0,19000.0,2007.0,297.9916388
5626,IA,Iowa,19.0,0.0,2008-2010,Violent crime rate,43.0,8240.166667,2886840.0,285.4389806,,,2013.0,19000.0,2008.0,285.4389806
5627,IA,Iowa,19.0,0.0,2009-2011,Violent crime rate,43.0,7997.0,2920395.0,273.8328206,,,2014.0,19000.0,2009.0,273.8328206
6321,KS,Kansas,20.0,0.0,2003-2005,Violent crime rate,43.0,9988.833333,2661013.833,375.3769788,,,,20000.0,2003.0,375.3769788
6322,KS,Kansas,20.0,0.0,2004-2006,Violent crime rate,43.0,10809.16667,2704827.333,399.6250161,,,,20000.0,2004.0,399.6250161
6323,KS,Kansas,20.0,0.0,2005-2007,Violent crime rate,43.0,11592.33333,2727738.5,424.9796428,,,2010.0,20000.0,2005.0,424.9796428
6324,KS,Kansas,20.0,0.0,2006-2008,Violent crime rate,43.0,11963.66667,2742580.167,436.2193971,,,2011.0,20000.0,2006.0,436.2193971
6325,KS,Kansas,20.0,0.0,2007-2009,Violent crime rate,43.0,11652.33333,2746582.667,424.2484115,,,2012.0,20000.0,2007.0,424.2484115
6326,KS,Kansas,20.0,0.0,2008-2010,Violent crime rate,43.0,10944.5,2786193.0,392.811984,,,2013.0,20000.0,2008.0,392.811984
6327,KS,Kansas,20.0,0.0,2009-2011,Violent crime rate,43.0,10520.0,2800613.667,375.6319597,,,2014.0,20000.0,2009.0,375.6319597
7063,KY,Kentucky,21.0,0.0,2003-2005,Violent crime rate,43.0,9419.5,3658406.333,257.4755,,,,21000.0,2003.0,257.4755
7064,KY,Kentucky,21.0,0.0,2004-2006,Violent crime rate,43.0,9996.5,3805857.5,262.6609115,,,,21000.0,2004.0,262.6609115
7065,KY,Kentucky,21.0,0.0,2005-2007,Violent crime rate,43.0,10721.0,3813421.333,281.1386171,,,2010.0,21000.0,2005.0,281.1386171
7066,KY,Kentucky,21.0,0.0,2006-2008,Violent crime rate,43.0,11689.83333,4039196.5,289.4098698,,,2011.0,21000.0,2006.0,289.4098698
7067,KY,Kentucky,21.0,0.0,2007-2009,Violent crime rate,43.0,11796.66667,4150007.667,284.256503,,,2012.0,21000.0,2007.0,284.256503
7068,KY,Kentucky,21.0,0.0,2008-2010,Violent crime rate,43.0,11172.16667,4194756.333,266.3364872,,,2013.0,21000.0,2008.0,266.3364872
7069,KY,Kentucky,21.0,0.0,2009-2011,Violent crime rate,43.0,10496.5,4224144.0,248.4882144,,,2014.0,21000.0,2009.0,248.4882144
7910,LA,Louisiana,22.0,0.0,2003-2005,Violent crime rate,43.0,27627.16667,4210009.167,656.2258079,,,,22000.0,2003.0,656.2258079
7911,LA,Louisiana,22.0,0.0,2004-2006,Violent crime rate,43.0,27058.5,4089249.333,661.6984633,,,,22000.0,2004.0,661.6984633
7912,LA,Louisiana,22.0,0.0,2005-2007,Violent crime rate,43.0,27170.5,3890170.167,698.439884,,,2010.0,22000.0,2005.0,698.439884
7913,LA,Louisiana,22.0,0.0,2006-2008,Violent crime rate,43.0,29130.16667,4120806.167,706.9045592,,,2011.0,22000.0,2006.0,706.9045592
7914,LA,Louisiana,22.0,0.0,2007-2009,Violent crime rate,43.0,28677.5,4231906.833,677.6496064,,,2012.0,22000.0,2007.0,677.6496064
7915,LA,Louisiana,22.0,0.0,2008-2010,Violent crime rate,43.0,26820.5,4352037.0,616.2746319,,,2013.0,22000.0,2008.0,616.2746319
7916,LA,Louisiana,22.0,0.0,2009-2011,Violent crime rate,43.0,25494.83333,4415889.167,577.3431436,,,2014.0,22000.0,2009.0,577.3431436
8365,ME,Maine,23.0,0.0,2003-2005,Violent crime rate,43.0,1420.666667,1310929.0,108.3709848,,,,23000.0,2003.0,108.3709848
8366,ME,Maine,23.0,0.0,2004-2006,Violent crime rate,43.0,1455.0,1316211.0,110.5445859,,,,23000.0,2004.0,110.5445859
8367,ME,Maine,23.0,0.0,2005-2007,Violent crime rate,43.0,1518.666667,1316195.667,115.3830472,,,2010.0,23000.0,2005.0,115.3830472
8368,ME,Maine,23.0,0.0,2006-2008,Violent crime rate,43.0,1542.333333,1318412.333,116.9841403,,,2011.0,23000.0,2006.0,116.9841403
8369,ME,Maine,23.0,0.0,2007-2009,Violent crime rate,43.0,1548.333333,1317321.333,117.5364958,,,2012.0,23000.0,2007.0,117.5364958
8370,ME,Maine,23.0,0.0,2008-2010,Violent crime rate,43.0,1560.0,1321039.333,118.0888381,,,2013.0,23000.0,2008.0,118.0888381
8371,ME,Maine,23.0,0.0,2009-2011,Violent crime rate,43.0,1587.333333,1324950.0,119.803263,,,2014.0,23000.0,2009.0,119.803263
8484,MD,Maryland,24.0,0.0,2003-2005,Violent crime rate,43.0,39028.0,5555785.0,702.4749878,,,,24000.0,2003.0,702.4749878
8485,MD,Maryland,24.0,0.0,2004-2006,Violent crime rate,43.0,38805.33333,5591391.0,694.0193117,,,,24000.0,2004.0,694.0193117
8486,MD,Maryland,24.0,0.0,2005-2007,Violent crime rate,43.0,37856.66667,5611486.333,674.6281541,,,2010.0,24000.0,2005.0,674.6281541
8487,MD,Maryland,24.0,0.0,2006-2008,Violent crime rate,43.0,36533.66667,5622556.0,649.7697251,,,2011.0,24000.0,2006.0,649.7697251
8488,MD,Maryland,24.0,0.0,2007-2009,Violent crime rate,43.0,35038.0,5650473.0,620.089681,,,2012.0,24000.0,2007.0,620.089681
8489,MD,Maryland,24.0,0.0,2008-2010,Violent crime rate,43.0,33541.0,5702209.0,588.2106391,,,2013.0,24000.0,2008.0,588.2106391
8490,MD,Maryland,24.0,0.0,2009-2011,Violent crime rate,43.0,31347.0,5767106.333,543.5481538,,,2014.0,24000.0,2009.0,543.5481538
8659,MA,Massachusetts,25.0,0.0,2003-2005,Violent crime rate,43.0,31173.66667,6273176.0,496.9359487,,,,25000.0,2003.0,496.9359487
8660,MA,Massachusetts,25.0,0.0,2004-2006,Violent crime rate,43.0,31243.0,6293189.333,496.4573342,,,,25000.0,2004.0,496.4573342
8661,MA,Massachusetts,25.0,0.0,2005-2007,Violent crime rate,43.0,30980.66667,6327116.667,489.6490503,,,2010.0,25000.0,2005.0,489.6490503
8662,MA,Massachusetts,25.0,0.0,2006-2008,Violent crime rate,43.0,30466.83333,6379544.5,477.5706688,,,2011.0,25000.0,2006.0,477.5706688
8663,MA,Massachusetts,25.0,0.0,2007-2009,Violent crime rate,43.0,29948.5,6450543.167,464.2787317,,,2012.0,25000.0,2007.0,464.2787317
8664,MA,Massachusetts,25.0,0.0,2008-2010,Violent crime rate,43.0,30286.66667,6495689.0,466.2579546,,,2013.0,25000.0,2008.0,466.2579546
8665,MA,Massachusetts,25.0,0.0,2009-2011,Violent crime rate,43.0,29573.33333,6497540.0,455.1466145,,,2014.0,25000.0,2009.0,455.1466145
8764,MI,Michigan,26.0,0.0,2003-2005,Violent crime rate,43.0,52077.83333,9994374.5,521.0714621,,,,26000.0,2003.0,521.0714621
8765,MI,Michigan,26.0,0.0,2004-2006,Violent crime rate,43.0,53844.0,9996386.833,538.6346177,,,,26000.0,2004.0,538.6346177
8766,MI,Michigan,26.0,0.0,2005-2007,Violent crime rate,43.0,55151.0,9984253.0,552.3798325,,,2010.0,26000.0,2005.0,552.3798325
8767,MI,Michigan,26.0,0.0,2006-2008,Violent crime rate,43.0,53655.16667,9956779.0,538.8807632,,,2011.0,26000.0,2006.0,538.8807632
8768,MI,Michigan,26.0,0.0,2007-2009,Violent crime rate,43.0,51252.33333,9917799.333,516.7712273,,,2012.0,26000.0,2007.0,516.7712273
8769,MI,Michigan,26.0,0.0,2008-2010,Violent crime rate,43.0,49533.83333,9860035.833,502.3697091,,,2013.0,26000.0,2008.0,502.3697091
8770,MI,Michigan,26.0,0.0,2009-2011,Violent crime rate,43.0,47052.66667,9795363.833,480.3564979,,,2014.0,26000.0,2009.0,480.3564979
9352,MN,Minnesota,27.0,0.0,2003-2005,Violent crime rate,43.0,14387.0,5058616.333,284.4058346,,,,27000.0,2003.0,284.4058346
9353,MN,Minnesota,27.0,0.0,2004-2006,Violent crime rate,43.0,14877.5,5084243.0,292.6197666,,,,27000.0,2004.0,292.6197666
9354,MN,Minnesota,27.0,0.0,2005-2007,Violent crime rate,43.0,14831.0,5045618.333,293.9382058,,,2010.0,27000.0,2005.0,293.9382058
9355,MN,Minnesota,27.0,0.0,2006-2008,Violent crime rate,43.0,13598.33333,5101342.5,266.5638179,,,2011.0,27000.0,2006.0,266.5638179
9356,MN,Minnesota,27.0,0.0,2007-2009,Violent crime rate,43.0,13013.0,5154540.667,252.4570246,,,2012.0,27000.0,2007.0,252.4570246
9357,MN,Minnesota,27.0,0.0,2008-2010,Violent crime rate,43.0,12733.66667,5232041.5,243.3785486,,,2013.0,27000.0,2008.0,243.3785486
9358,MN,Minnesota,27.0,0.0,2009-2011,Violent crime rate,43.0,12571.66667,5284368.0,237.9029369,,,2014.0,27000.0,2009.0,237.9029369
9968,MS,Mississippi,28.0,0.0,2003-2005,Violent crime rate,43.0,6460.333333,1969419.0,328.0324468,,,,28000.0,2003.0,328.0324468
9969,MS,Mississippi,28.0,0.0,2004-2006,Violent crime rate,43.0,6040.166667,1884757.167,320.4745297,,,,28000.0,2004.0,320.4745297
9970,MS,Mississippi,28.0,0.0,2005-2007,Violent crime rate,43.0,6096.833333,1933656.167,315.3007985,,,2010.0,28000.0,2005.0,315.3007985
9971,MS,Mississippi,28.0,0.0,2006-2008,Violent crime rate,43.0,6546.166667,2061789.833,317.4992214,,,2011.0,28000.0,2006.0,317.4992214
9972,MS,Mississippi,28.0,0.0,2007-2009,Violent crime rate,43.0,6509.0,2132503.0,305.2281755,,,2012.0,28000.0,2007.0,305.2281755
9973,MS,Mississippi,28.0,0.0,2008-2010,Violent crime rate,43.0,6562.666667,2213389.5,296.4985,,,2013.0,28000.0,2008.0,296.4985
9974,MS,Mississippi,28.0,0.0,2009-2011,Violent crime rate,43.0,6274.5,2203927.333,284.6963194,,,2014.0,28000.0,2009.0,284.6963194
10549,MO,Missouri,29.0,0.0,2003-2005,Violent crime rate,43.0,28922.66667,5751111.833,502.9056556,,,,29000.0,2003.0,502.9056556
10550,MO,Missouri,29.0,0.0,2004-2006,Violent crime rate,43.0,30170.16667,5786937.0,521.3494923,,,,29000.0,2004.0,521.3494923
10551,MO,Missouri,29.0,0.0,2005-2007,Violent crime rate,43.0,31746.66667,5828611.333,544.6694736,,,2010.0,29000.0,2005.0,544.6694736
10552,MO,Missouri,29.0,0.0,2006-2008,Violent crime rate,43.0,31490.66667,5867270.167,536.7175155,,,2011.0,29000.0,2006.0,536.7175155
10553,MO,Missouri,29.0,0.0,2007-2009,Violent crime rate,43.0,30694.0,5916989.333,518.7435412,,,2012.0,29000.0,2007.0,518.7435412
