,State,County,State code,County code,Year span,Measure name,Measure id,Numerator,Denominator,Raw value,Confidence Interval Lower Bound,Confidence Interval Upper Bound,Data Release Year,fipscode,year_2,raw_value
25941,DC,District of Columbia,11.0,0.0,2006,Unemployment,23.0,18408.0,322199.0,0.057132393,,,,11000.0,2006.0,0.057132393
25942,DC,District of Columbia,11.0,0.0,2007,Unemployment,23.0,17794.0,325714.0,0.05463075,,,,11000.0,2007.0,0.05463075
25943,DC,District of Columbia,11.0,0.0,2008,Unemployment,23.0,21906.0,334023.0,0.06558231,,,2010.0,11000.0,2008.0,0.06558231
25944,DC,District of Columbia,11.0,0.0,2009,Unemployment,23.0,32429.0,333935.0,0.097111713,,,2011.0,11000.0,2009.0,0.097111713
25945,DC,District of Columbia,11.0,0.0,2010,Unemployment,23.0,34690.0,343379.0,0.101025398,,,2012.0,11000.0,2010.0,0.101025398
25946,DC,District of Columbia,11.0,0.0,2011,Unemployment,23.0,35273.0,344333.0,0.102438628,,,2013.0,11000.0,2011.0,0.102438628
25947,DC,District of Columbia,11.0,0.0,2012,Unemployment,23.0,32340.0,361610.0,0.089433367,,,2014.0,11000.0,2012.0,0.089433367
25959,FL,Florida,12.0,0.0,2002,Unemployment,23.0,462426.0,8124940.0,0.05691439,,,,12000.0,2002.0,0.05691439
25960,FL,Florida,12.0,0.0,2003,Unemployment,23.0,433254.0,8218806.0,0.052714956,,,,12000.0,2003.0,0.052714956
25961,FL,Florida,12.0,0.0,2004,Unemployment,23.0,390634.0,8388838.0,0.046565925,,,,12000.0,2004.0,0.046565925
25962,FL,Florida,12.0,0.0,2005,Unemployment,23.0,329754.0,8635040.0,0.038187895,,,,12000.0,2005.0,0.038187895
25963,FL,Florida,12.0,0.0,2006,Unemployment,23.0,296257.0,8880356.0,0.033360937,,,,12000.0,2006.0,0.033360937
25964,FL,Florida,12.0,0.0,2007,Unemployment,23.0,366751.0,9205778.0,0.039839218,,,,12000.0,2007.0,0.039839218
25965,FL,Florida,12.0,0.0,2008,Unemployment,23.0,577468.0,9224360.0,0.0626025,,,2010.0,12000.0,2008.0,0.0626025
25966,FL,Florida,12.0,0.0,2009,Unemployment,23.0,939310.0,9066242.0,0.10360522,,,2011.0,12000.0,2009.0,0.10360522
25967,FL,Florida,12.0,0.0,2010,Unemployment,23.0,1030151.0,9132478.0,0.112800819,,,2012.0,12000.0,2010.0,0.112800819
25968,FL,Florida,12.0,0.0,2011,Unemployment,23.0,970369.0,9248513.0,0.104921624,,,2013.0,12000.0,2011.0,0.104921624
25969,FL,Florida,12.0,0.0,2012,Unemployment,23.0,806813.0,9368508.0,0.08611969,,,2014.0,12000.0,2012.0,0.08611969
26707,GA,Georgia,13.0,0.0,2002,Unemployment,23.0,210026.0,4345418.0,0.04833275,,,,13000.0,2002.0,0.04833275
26708,GA,Georgia,13.0,0.0,2003,Unemployment,23.0,208406.0,4382196.0,0.047557435,,,,13000.0,2003.0,0.047557435
26709,GA,Georgia,13.0,0.0,2004,Unemployment,23.0,211133.0,4460143.0,0.04733772,,,,13000.0,2004.0,0.04733772
26710,GA,Georgia,13.0,0.0,2005,Unemployment,23.0,241082.0,4616266.0,0.05222446,,,,13000.0,2005.0,0.05222446
26711,GA,Georgia,13.0,0.0,2006,Unemployment,23.0,222177.0,4722337.0,0.047048104,,,,13000.0,2006.0,0.047048104
26712,GA,Georgia,13.0,0.0,2007,Unemployment,23.0,223426.0,4811168.0,0.046439035,,,,13000.0,2007.0,0.046439035
26713,GA,Georgia,13.0,0.0,2008,Unemployment,23.0,305110.0,4853487.0,0.062864081,,,2010.0,13000.0,2008.0,0.062864081
26714,GA,Georgia,13.0,0.0,2009,Unemployment,23.0,466857.0,4745391.0,0.098381145,,,2011.0,13000.0,2009.0,0.098381145
26715,GA,Georgia,13.0,0.0,2010,Unemployment,23.0,481060.0,4694941.0,0.102463481,,,2012.0,13000.0,2010.0,0.102463481
26716,GA,Georgia,13.0,0.0,2011,Unemployment,23.0,462936.0,4725120.0,0.097973385,,,2013.0,13000.0,2011.0,0.097973385
26717,GA,Georgia,13.0,0.0,2012,Unemployment,23.0,434504.0,4806125.0,0.090406305,,,2014.0,13000.0,2012.0,0.090406305
28467,HI,Hawaii,15.0,0.0,2002,Unemployment,23.0,24584.0,608938.0,0.040371926,,,,15000.0,2002.0,0.040371926
28468,HI,Hawaii,15.0,0.0,2003,Unemployment,23.0,23854.0,616324.0,0.038703669,,,,15000.0,2003.0,0.038703669
28469,HI,Hawaii,15.0,0.0,2004,Unemployment,23.0,19975.0,618151.0,0.032314111,,,,15000.0,2004.0,0.032314111
28470,HI,Hawaii,15.0,0.0,2005,Unemployment,23.0,17249.0,627084.0,0.027506682,,,,15000.0,2005.0,0.027506682
28471,HI,Hawaii,15.0,0.0,2006,Unemployment,23.0,15685.0,633493.0,0.024759548,,,,15000.0,2006.0,0.024759548
28472,HI,Hawaii,15.0,0.0,2007,Unemployment,23.0,17118.0,637225.0,0.026863353,,,,15000.0,2007.0,0.026863353
28473,HI,Hawaii,15.0,0.0,2008,Unemployment,23.0,26394.0,644036.0,0.040982181,,,2010.0,15000.0,2008.0,0.040982181
28474,HI,Hawaii,15.0,0.0,2009,Unemployment,23.0,44073.0,637933.0,0.069087193,,,2011.0,15000.0,2009.0,0.069087193
28475,HI,Hawaii,15.0,0.0,2010,Unemployment,23.0,44636.0,649158.0,0.06875984,,,2012.0,15000.0,2010.0,0.06875984
28476,HI,Hawaii,15.0,0.0,2011,Unemployment,23.0,44241.0,660695.0,0.066961306,,,2013.0,15000.0,2011.0,0.066961306
28477,HI,Hawaii,15.0,0.0,2012,Unemployment,23.0,37918.0,651585.0,0.058193482,,,2014.0,15000.0,2012.0,0.058193482
28533,ID,Idaho,16.0,0.0,2002,Unemployment,23.0,37043.0,683189.0,0.054220721,,,,16000.0,2002.0,0.054220721
28534,ID,Idaho,16.0,0.0,2003,Unemployment,23.0,36129.0,688290.0,0.052490956,,,,16000.0,2003.0,0.052490956
28535,ID,Idaho,16.0,0.0,2004,Unemployment,23.0,32050.0,698129.0,0.045908421,,,,16000.0,2004.0,0.045908421
28536,ID,Idaho,16.0,0.0,2005,Unemployment,23.0,26766.0,722196.0,0.037061961,,,,16000.0,2005.0,0.037061961
28537,ID,Idaho,16.0,0.0,2006,Unemployment,23.0,22030.0,740109.0,0.029765886,,,,16000.0,2006.0,0.029765886
28538,ID,Idaho,16.0,0.0,2007,Unemployment,23.0,22268.0,750000.0,0.029690667,,,,16000.0,2007.0,0.029690667
28539,ID,Idaho,16.0,0.0,2008,Unemployment,23.0,35882.0,757759.0,0.047352786,,,2010.0,16000.0,2008.0,0.047352786
28540,ID,Idaho,16.0,0.0,2009,Unemployment,23.0,55827.0,752209.0,0.074217405,,,2011.0,16000.0,2009.0,0.074217405
28541,ID,Idaho,16.0,0.0,2010,Unemployment,23.0,66984.0,763500.0,0.087732809,,,2012.0,16000.0,2010.0,0.087732809
28542,ID,Idaho,16.0,0.0,2011,Unemployment,23.0,67081.0,770645.0,0.087045267,,,2013.0,16000.0,2011.0,0.087045267
28543,ID,Idaho,16.0,0.0,2012,Unemployment,23.0,54627.0,773310.0,0.070640494,,,2014.0,16000.0,2012.0,0.070640494
29028,IL,Illinois,17.0,0.0,2002,Unemployment,23.0,417693.0,6387093.0,0.065396417,,,,17000.0,2002.0,0.065396417
29029,IL,Illinois,17.0,0.0,2003,Unemployment,23.0,426448.0,6343283.0,0.067228279,,,,17000.0,2003.0,0.067228279
29030,IL,Illinois,17.0,0.0,2004,Unemployment,23.0,396900.0,6365462.0,0.062352112,,,,17000.0,2004.0,0.062352112
29031,IL,Illinois,17.0,0.0,2005,Unemployment,23.0,370880.0,6404310.0,0.057911001,,,,17000.0,2005.0,0.057911001
29032,IL,Illinois,17.0,0.0,2006,Unemployment,23.0,301483.0,6526582.0,0.046193092,,,,17000.0,2006.0,0.046193092
29033,IL,Illinois,17.0,0.0,2007,Unemployment,23.0,338214.0,6660256.0,0.050780931,,,,17000.0,2007.0,0.050780931
29034,IL,Illinois,17.0,0.0,2008,Unemployment,23.0,424635.0,6667276.0,0.063689429,,,2010.0,17000.0,2008.0,0.063689429
29035,IL,Illinois,17.0,0.0,2009,Unemployment,23.0,661266.0,6588703.0,0.100363607,,,2011.0,17000.0,2009.0,0.100363607
29036,IL,Illinois,17.0,0.0,2010,Unemployment,23.0,691915.0,6602663.0,0.104793324,,,2012.0,17000.0,2010.0,0.104793324
29037,IL,Illinois,17.0,0.0,2011,Unemployment,23.0,640356.0,6565512.0,0.097533292,,,2013.0,17000.0,2011.0,0.097533292
29038,IL,Illinois,17.0,0.0,2012,Unemployment,23.0,585039.0,6592996.0,0.088736441,,,2014.0,17000.0,2012.0,0.088736441
30161,IN,Indiana,18.0,0.0,2002,Unemployment,23.0,163261.0,3165781.0,0.051570529,,,,18000.0,2002.0,0.051570529
30162,IN,Indiana,18.0,0.0,2003,Unemployment,23.0,168131.0,3165980.0,0.053105516,,,,18000.0,2003.0,0.053105516
30163,IN,Indiana,18.0,0.0,2004,Unemployment,23.0,167504.0,3165308.0,0.052918705,,,,18000.0,2004.0,0.052918705
30164,IN,Indiana,18.0,0.0,2005,Unemployment,23.0,172057.0,3204173.0,0.053697787,,,,18000.0,2005.0,0.053697787
30165,IN,Indiana,18.0,0.0,2006,Unemployment,23.0,161428.0,3241480.0,0.049800708,,,,18000.0,2006.0,0.049800708
30166,IN,Indiana,18.0,0.0,2007,Unemployment,23.0,148836.0,3230369.0,0.046073993,,,,18000.0,2007.0,0.046073993
30167,IN,Indiana,18.0,0.0,2008,Unemployment,23.0,189782.0,3247278.0,0.05844341,,,2010.0,18000.0,2008.0,0.05844341
30168,IN,Indiana,18.0,0.0,2009,Unemployment,23.0,332853.0,3207056.0,0.103787711,,,2011.0,18000.0,2009.0,0.103787711
30169,IN,Indiana,18.0,0.0,2010,Unemployment,23.0,320241.0,3176659.0,0.100810632,,,2012.0,18000.0,2010.0,0.100810632
30170,IN,Indiana,18.0,0.0,2011,Unemployment,23.0,287181.0,3188271.0,0.090074213,,,2013.0,18000.0,2011.0,0.090074213
30171,IN,Indiana,18.0,0.0,2012,Unemployment,23.0,263994.0,3149747.0,0.083814351,,,2014.0,18000.0,2012.0,0.083814351
31184,IA,Iowa,19.0,0.0,2002,Unemployment,23.0,64276.0,1632117.0,0.039381981,,,,19000.0,2002.0,0.039381981
31185,IA,Iowa,19.0,0.0,2003,Unemployment,23.0,70904.0,1608251.0,0.044087646,,,,19000.0,2003.0,0.044087646
31186,IA,Iowa,19.0,0.0,2004,Unemployment,23.0,74748.0,1609748.0,0.046434597,,,,19000.0,2004.0,0.046434597
31187,IA,Iowa,19.0,0.0,2005,Unemployment,23.0,69975.0,1627525.0,0.042994731,,,,19000.0,2005.0,0.042994731
31188,IA,Iowa,19.0,0.0,2006,Unemployment,23.0,61794.0,1656936.0,0.037294138,,,,19000.0,2006.0,0.037294138
31189,IA,Iowa,19.0,0.0,2007,Unemployment,23.0,62794.0,1666426.0,0.037681841,,,,19000.0,2007.0,0.037681841
31190,IA,Iowa,19.0,0.0,2008,Unemployment,23.0,67324.0,1674357.0,0.040208868,,,2010.0,19000.0,2008.0,0.040208868
31191,IA,Iowa,19.0,0.0,2009,Unemployment,23.0,104021.0,1674300.0,0.062128054,,,2011.0,19000.0,2009.0,0.062128054
31192,IA,Iowa,19.0,0.0,2010,Unemployment,23.0,104829.0,1669857.0,0.062777232,,,2012.0,19000.0,2010.0,0.062777232
31193,IA,Iowa,19.0,0.0,2011,Unemployment,23.0,97974.0,1663600.0,0.058892763,,,2013.0,19000.0,2011.0,0.058892763
31194,IA,Iowa,19.0,0.0,2012,Unemployment,23.0,85722.0,1638549.0,0.052315799,,,2014.0,19000.0,2012.0,0.052315799
32284,KS,Kansas,20.0,0.0,2002,Unemployment,23.0,73099.0,1424063.0,0.051331296,,,,20000.0,2002.0,0.051331296
32285,KS,Kansas,20.0,0.0,2003,Unemployment,23.0,80600.0,1445391.0,0.055763458,,,,20000.0,2003.0,0.055763458
32286,KS,Kansas,20.0,0.0,2004,Unemployment,23.0,80943.0,1462288.0,0.055353665,,,,20000.0,2004.0,0.055353665
32287,KS,Kansas,20.0,0.0,2005,Unemployment,23.0,74800.0,1465098.0,0.051054605,,,,20000.0,2005.0,0.051054605
32288,KS,Kansas,20.0,0.0,2006,Unemployment,23.0,64461.0,1468399.0,0.043898831,,,,20000.0,2006.0,0.043898831
32289,KS,Kansas,20.0,0.0,2007,Unemployment,23.0,60584.0,1471975.0,0.041158308,,,,20000.0,2007.0,0.041158308
32290,KS,Kansas,20.0,0.0,2008,Unemployment,23.0,65408.0,1480880.0,0.044168332,,,2010.0,20000.0,2008.0,0.044168332
32291,KS,Kansas,20.0,0.0,2009,Unemployment,23.0,108300.0,1507661.0,0.071833124,,,2011.0,20000.0,2009.0,0.071833124
32292,KS,Kansas,20.0,0.0,2010,Unemployment,23.0,107684.0,1504897.0,0.071555728,,,2012.0,20000.0,2010.0,0.071555728
32293,KS,Kansas,20.0,0.0,2011,Unemployment,23.0,100706.0,1505046.0,0.066912241,,,2013.0,20000.0,2011.0,0.066912241
32294,KS,Kansas,20.0,0.0,2012,Unemployment,23.0,85455.0,1489328.0,0.057378227,,,2014.0,20000.0,2012.0,0.057378227
33450,KY,Kentucky,21.0,0.0,2002,Unemployment,23.0,111977.0,1950477.0,0.057410059,,,,21000.0,2002.0,0.057410059
33451,KY,Kentucky,21.0,0.0,2003,Unemployment,23.0,123697.0,1971760.0,0.062734308,,,,21000.0,2003.0,0.062734308
33452,KY,Kentucky,21.0,0.0,2004,Unemployment,23.0,109158.0,1963863.0,0.055583307,,,,21000.0,2004.0,0.055583307
33453,KY,Kentucky,21.0,0.0,2005,Unemployment,23.0,120770.0,1996284.0,0.060497404,,,,21000.0,2005.0,0.060497404
33454,KY,Kentucky,21.0,0.0,2006,Unemployment,23.0,119671.0,2024148.0,0.059121665,,,,21000.0,2006.0,0.059121665
33455,KY,Kentucky,21.0,0.0,2007,Unemployment,23.0,115024.0,2038757.0,0.05641869,,,,21000.0,2007.0,0.05641869
33456,KY,Kentucky,21.0,0.0,2008,Unemployment,23.0,134440.0,2037960.0,0.065967929,,,2010.0,21000.0,2008.0,0.065967929
33457,KY,Kentucky,21.0,0.0,2009,Unemployment,23.0,211851.0,2056010.0,0.103039869,,,2011.0,21000.0,2009.0,0.103039869
33458,KY,Kentucky,21.0,0.0,2010,Unemployment,23.0,210780.0,2060191.0,0.102310902,,,2012.0,21000.0,2010.0,0.102310902
33459,KY,Kentucky,21.0,0.0,2011,Unemployment,23.0,196987.0,2067536.0,0.095276213,,,2013.0,21000.0,2011.0,0.095276213
33460,KY,Kentucky,21.0,0.0,2012,Unemployment,23.0,170932.0,2074816.0,0.082384173,,,2014.0,21000.0,2012.0,0.082384173
